"PortPairDistance_ID","Code","Description","OriginPortID","DestinationPortID","Distance","Remarks","IsActive","CreatedBy"
"1","PP0001","Abu Dhabi-Abu Dhabi","1","1","0",,"1","1"
"2","PP0002","Abu Dhabi-SITRA","1","2","298",,"1","1"
"3","PP0003","Abu Dhabi-Bandar Abbas","1","3","251",,"1","1"
"4","PP0004","Abu Dhabi-Sharjah","1","4","81",,"1","1"
"5","PP0005","Abu Dhabi-Aden","1","5","7145",,"1","1"
"6","PP0006","Abu Dhabi-Dammam","1","6","388",,"1","1"
"7","PP0007","Abu Dhabi-Hodeidah","1","7","1913",,"1","1"
"8","PP0008","Abu Dhabi-Jeddah","1","8","2452",,"1","1"
"9","PP0009","Abu Dhabi-Muscat. Oman","1","9","456",,"1","1"
"10","PP0010","Abu Dhabi-Salalah","1","10","1080",,"1","1"
"11","PP0011","Abu Dhabi-Sohar","1","11","345",,"1","1"
"12","PP0012","Abu Dhabi-Chennai","1","12","2620",,"1","1"
"13","PP0013","Abu Dhabi-Chittagong","1","13","3734",,"1","1"
"14","PP0014","Abu Dhabi-Cochin","1","14","2026",,"1","1"
"15","PP0015","Abu Dhabi-Colombo","1","15","2357",,"1","1"
"16","PP0016","Abu Dhabi-Haldia ","1","16","3488",,"1","1"
"17","PP0017","Abu Dhabi-Jawaharlal Nehru","1","17","1416",,"1","1"
"18","PP0018","Abu Dhabi-Kandla","1","18","1130",,"1","1"
"19","PP0019","Abu Dhabi-Kolkata","1","19","3511",,"1","1"
"20","PP0020","Abu Dhabi-Pipavav","1","20","1272",,"1","1"
"21","PP0021","Abu Dhabi-Port Qasim","1","21","827",,"1","1"
"22","PP0022","Abu Dhabi-Dar es Salaam","1","22","2979",,"1","1"
"23","PP0023","Abu Dhabi-Mombasa","1","23","2789",,"1","1"
"24","PP0024","Abu Dhabi-Port Louis","1","24","3140",,"1","1"
"25","PP0025","Abu Dhabi-Toamasina","1","25","3380",,"1","1"
"26","PP0026","Abu Dhabi-Victoria","1","26","-1",,"1","1"
"27","PP0027","Abu Dhabi-Port Saint Denis","1","27","3299",,"1","1"
"28","PP0028","Abu Dhabi-Djibouti","1","28","1850",,"1","1"
"29","PP0029","Abu Dhabi-Penang","1","29","-1",,"1","1"
"30","PP0030","Abu Dhabi-Port Klang","1","30","3822",,"1","1"
"31","PP0031","Abu Dhabi-Singapore","1","31","-1",,"1","1"
"32","PP0032","Abu Dhabi-Tanjung Pelepas","1","32","3995",,"1","1"
"33","PP0033","SITRA-Abu Dhabi","2","1","298",,"1","1"
"34","PP0034","SITRA-SITRA","2","2","0",,"1","1"
"35","PP0035","SITRA-Bandar Abbas","2","3","355",,"1","1"
"36","PP0036","SITRA-Sharjah","2","4","302",,"1","1"
"37","PP0037","SITRA-Aden","2","5","7294",,"1","1"
"38","PP0038","SITRA-Dammam","2","6","121",,"1","1"
"39","PP0039","SITRA-Hodeidah","2","7","2062",,"1","1"
"40","PP0040","SITRA-Jeddah","2","8","2601",,"1","1"
"41","PP0041","SITRA-Muscat. Oman","2","9","606",,"1","1"
"42","PP0042","SITRA-Salalah","2","10","1229",,"1","1"
"43","PP0043","SITRA-Sohar","2","11","494",,"1","1"
"44","PP0044","SITRA-Chennai","2","12","2770",,"1","1"
"45","PP0045","SITRA-Chittagong","2","13","3883",,"1","1"
"46","PP0046","SITRA-Cochin","2","14","2175",,"1","1"
"47","PP0047","SITRA-Colombo","2","15","2507",,"1","1"
"48","PP0048","SITRA-Haldia ","2","16","3637",,"1","1"
"49","PP0049","SITRA-Jawaharlal Nehru","2","17","1565",,"1","1"
"50","PP0050","SITRA-Kandla","2","18","1279",,"1","1"
"51","PP0051","SITRA-Kolkata","2","19","3660",,"1","1"
"52","PP0052","SITRA-Pipavav","2","20","1421",,"1","1"
"53","PP0053","SITRA-Port Qasim","2","21","976",,"1","1"
"54","PP0054","SITRA-Dar es Salaam","2","22","3129",,"1","1"
"55","PP0055","SITRA-Mombasa","2","23","2938",,"1","1"
"56","PP0056","SITRA-Port Louis","2","24","3289",,"1","1"
"57","PP0057","SITRA-Toamasina","2","25","3529",,"1","1"
"58","PP0058","SITRA-Victoria","2","26","2482",,"1","1"
"59","PP0059","SITRA-Port Saint Denis","2","27","3448",,"1","1"
"60","PP0060","SITRA-Djibouti","2","28","1999",,"1","1"
"61","PP0061","SITRA-Penang","2","29","3831",,"1","1"
"62","PP0062","SITRA-Port Klang","2","30","3971",,"1","1"
"63","PP0063","SITRA-Singapore","2","31","4201",,"1","1"
"64","PP0064","SITRA-Tanjung Pelepas","2","32","4144",,"1","1"
"65","PP0065","Bandar Abbas-Abu Dhabi","3","1","251",,"1","1"
"66","PP0066","Bandar Abbas-SITRA","3","2","355",,"1","1"
"67","PP0067","Bandar Abbas-Bandar Abbas","3","3","0",,"1","1"
"68","PP0068","Bandar Abbas-Sharjah","3","4","173",,"1","1"
"69","PP0069","Bandar Abbas-Aden","3","5","7008",,"1","1"
"70","PP0070","Bandar Abbas-Dammam","3","6","365",,"1","1"
"71","PP0071","Bandar Abbas-Hodeidah","3","7","1776",,"1","1"
"72","PP0072","Bandar Abbas-Jeddah","3","8","2315",,"1","1"
"73","PP0073","Bandar Abbas-Muscat. Oman","3","9","306",,"1","1"
"74","PP0074","Bandar Abbas-Salalah","3","10","943",,"1","1"
"75","PP0075","Bandar Abbas-Sohar","3","11","227",,"1","1"
"76","PP0076","Bandar Abbas-Chennai","3","12","2470",,"1","1"
"77","PP0077","Bandar Abbas-Chittagong","3","13","3583",,"1","1"
"78","PP0078","Bandar Abbas-Cochin","3","14","1875",,"1","1"
"79","PP0079","Bandar Abbas-Colombo","3","15","2207",,"1","1"
"80","PP0080","Bandar Abbas-Haldia ","3","16","3338",,"1","1"
"81","PP0081","Bandar Abbas-Jawaharlal Nehru","3","17","1265",,"1","1"
"82","PP0082","Bandar Abbas-Kandla","3","18","980",,"1","1"
"83","PP0083","Bandar Abbas-Kolkata","3","19","3360",,"1","1"
"84","PP0084","Bandar Abbas-Pipavav","3","20","1121",,"1","1"
"85","PP0085","Bandar Abbas-Port Qasim","3","21","676",,"1","1"
"86","PP0086","Bandar Abbas-Dar es Salaam","3","22","2842",,"1","1"
"87","PP0087","Bandar Abbas-Mombasa","3","23","2652",,"1","1"
"88","PP0088","Bandar Abbas-Port Louis","3","24","3003",,"1","1"
"89","PP0089","Bandar Abbas-Toamasina","3","25","3243",,"1","1"
"90","PP0090","Bandar Abbas-Victoria","3","26","2196",,"1","1"
"91","PP0091","Bandar Abbas-Port Saint Denis","3","27","3162",,"1","1"
"92","PP0092","Bandar Abbas-Djibouti","3","28","1713",,"1","1"
"93","PP0093","Bandar Abbas-Penang","3","29","3532",,"1","1"
"94","PP0094","Bandar Abbas-Port Klang","3","30","3671",,"1","1"
"95","PP0095","Bandar Abbas-Singapore","3","31","3902",,"1","1"
"96","PP0096","Bandar Abbas-Tanjung Pelepas","3","32","3844",,"1","1"
"97","PP0097","Sharjah-Abu Dhabi","4","1","81",,"1","1"
"98","PP0098","Sharjah-SITRA","4","2","302",,"1","1"
"99","PP0099","Sharjah-Bandar Abbas","4","3","173",,"1","1"
"100","PP0100","Sharjah-Sharjah","4","4","0",,"1","1"
"101","PP0101","Sharjah-Aden","4","5","7064",,"1","1"
"102","PP0102","Sharjah-Dammam","4","6","389",,"1","1"
"103","PP0103","Sharjah-Hodeidah","4","7","1832",,"1","1"
"104","PP0104","Sharjah-Jeddah","4","8","2371",,"1","1"
"105","PP0105","Sharjah-Muscat. Oman","4","9","376",,"1","1"
"106","PP0106","Sharjah-Salalah","4","10","999",,"1","1"
"107","PP0107","Sharjah-Sohar","4","11","264",,"1","1"
"108","PP0108","Sharjah-Chennai","4","12","2540",,"1","1"
"109","PP0109","Sharjah-Chittagong","4","13","3653",,"1","1"
"110","PP0110","Sharjah-Cochin","4","14","1945",,"1","1"
"111","PP0111","Sharjah-Colombo","4","15","2276",,"1","1"
"112","PP0112","Sharjah-Haldia ","4","16","3407",,"1","1"
"113","PP0113","Sharjah-Jawaharlal Nehru","4","17","1335",,"1","1"
"114","PP0114","Sharjah-Kandla","4","18","1049",,"1","1"
"115","PP0115","Sharjah-Kolkata","4","19","3430",,"1","1"
"116","PP0116","Sharjah-Pipavav","4","20","1191",,"1","1"
"117","PP0117","Sharjah-Port Qasim","4","21","746",,"1","1"
"118","PP0118","Sharjah-Dar es Salaam","4","22","2899",,"1","1"
"119","PP0119","Sharjah-Mombasa","4","23","2708",,"1","1"
"120","PP0120","Sharjah-Port Louis","4","24","3059",,"1","1"
"121","PP0121","Sharjah-Toamasina","4","25","3299",,"1","1"
"122","PP0122","Sharjah-Victoria","4","26","2252",,"1","1"
"123","PP0123","Sharjah-Port Saint Denis","4","27","3218",,"1","1"
"124","PP0124","Sharjah-Djibouti","4","28","1769",,"1","1"
"125","PP0125","Sharjah-Penang","4","29","3601",,"1","1"
"126","PP0126","Sharjah-Port Klang","4","30","3741",,"1","1"
"127","PP0127","Sharjah-Singapore","4","31","3971",,"1","1"
"128","PP0128","Sharjah-Tanjung Pelepas","4","32","3914",,"1","1"
"129","PP0129","Aden-Abu Dhabi","5","1","7145",,"1","1"
"130","PP0130","Aden-SITRA","5","2","7294",,"1","1"
"131","PP0131","Aden-Bandar Abbas","5","3","7008",,"1","1"
"132","PP0132","Aden-Sharjah","5","4","7064",,"1","1"
"133","PP0133","Aden-Aden","5","5","0",,"1","1"
"134","PP0134","Aden-Dammam","5","6","7372",,"1","1"
"135","PP0135","Aden-Hodeidah","5","7","5232",,"1","1"
"136","PP0136","Aden-Jeddah","5","8","4693",,"1","1"
"137","PP0137","Aden-Muscat. Oman","5","9","6752",,"1","1"
"138","PP0138","Aden-Salalah","5","10","6065",,"1","1"
"139","PP0139","Aden-Sohar","5","11","6800",,"1","1"
"140","PP0140","Aden-Chennai","5","12","7984",,"1","1"
"141","PP0141","Aden-Chittagong","5","13","9097",,"1","1"
"142","PP0142","Aden-Cochin","5","14","7393",,"1","1"
"143","PP0143","Aden-Colombo","5","15","7708",,"1","1"
"144","PP0144","Aden-Haldia ","5","16","8852",,"1","1"
"145","PP0145","Aden-Jawaharlal Nehru","5","17","7208",,"1","1"
"146","PP0146","Aden-Kandla","5","18","7213",,"1","1"
"147","PP0147","Aden-Kolkata","5","19","8874",,"1","1"
"148","PP0148","Aden-Pipavav","5","20","7223",,"1","1"
"149","PP0149","Aden-Port Qasim","5","21","7092",,"1","1"
"150","PP0150","Aden-Dar es Salaam","5","22","2899",,"1","1"
"151","PP0151","Aden-Mombasa","5","23","7154",,"1","1"
"152","PP0152","Aden-Port Louis","5","24","8014",,"1","1"
"153","PP0153","Aden-Toamasina","5","25","7645",,"1","1"
"154","PP0154","Aden-Victoria","5","26","2252",,"1","1"
"155","PP0155","Aden-Port Saint Denis","5","27","7883",,"1","1"
"156","PP0156","Aden-Djibouti","5","28","5433",,"1","1"
"157","PP0157","Aden-Penang","5","29","3601",,"1","1"
"158","PP0158","Aden-Port Klang","5","30","9147",,"1","1"
"159","PP0159","Aden-Singapore","5","31","3971",,"1","1"
"160","PP0160","Aden-Tanjung Pelepas","5","32","9321",,"1","1"
"161","PP0161","Dammam-Abu Dhabi","6","1","388",,"1","1"
"162","PP0162","Dammam-SITRA","6","2","121",,"1","1"
"163","PP0163","Dammam-Bandar Abbas","6","3","365",,"1","1"
"164","PP0164","Dammam-Sharjah","6","4","389",,"1","1"
"165","PP0165","Dammam-Aden","6","5","7372",,"1","1"
"166","PP0166","Dammam-Dammam","6","6","0",,"1","1"
"167","PP0167","Dammam-Hodeidah","6","7","2141",,"1","1"
"168","PP0168","Dammam-Jeddah","6","8","2680",,"1","1"
"169","PP0169","Dammam-Muscat. Oman","6","9","671",,"1","1"
"170","PP0170","Dammam-Salalah","6","10","1307",,"1","1"
"171","PP0171","Dammam-Sohar","6","11","578",,"1","1"
"172","PP0172","Dammam-Chennai","6","12","2835",,"1","1"
"173","PP0173","Dammam-Chittagong","6","13","3948",,"1","1"
"174","PP0174","Dammam-Cochin","6","14","2240",,"1","1"
"175","PP0175","Dammam-Colombo","6","15","2572",,"1","1"
"176","PP0176","Dammam-Haldia ","6","16","3702",,"1","1"
"177","PP0177","Dammam-Jawaharlal Nehru","6","17","1630",,"1","1"
"178","PP0178","Dammam-Kandla","6","18","1344",,"1","1"
"179","PP0179","Dammam-Kolkata","6","19","3725",,"1","1"
"180","PP0180","Dammam-Pipavav","6","20","1486",,"1","1"
"181","PP0181","Dammam-Port Qasim","6","21","1041",,"1","1"
"182","PP0182","Dammam-Dar es Salaam","6","22","3207",,"1","1"
"183","PP0183","Dammam-Mombasa","6","23","3017",,"1","1"
"184","PP0184","Dammam-Port Louis","6","24","3368",,"1","1"
"185","PP0185","Dammam-Toamasina","6","25","3607",,"1","1"
"186","PP0186","Dammam-Victoria","6","26","2560",,"1","1"
"187","PP0187","Dammam-Port Saint Denis","6","27","3526",,"1","1"
"188","PP0188","Dammam-Djibouti","6","28","2078",,"1","1"
"189","PP0189","Dammam-Penang","6","29","3896",,"1","1"
"190","PP0190","Dammam-Port Klang","6","30","4036",,"1","1"
"191","PP0191","Dammam-Singapore","6","31","4266",,"1","1"
"192","PP0192","Dammam-Tanjung Pelepas","6","32","4209",,"1","1"
"193","PP0193","Hodeidah-Abu Dhabi","7","1","1913",,"1","1"
"194","PP0194","Hodeidah-SITRA","7","2","2062",,"1","1"
"195","PP0195","Hodeidah-Bandar Abbas","7","3","1776",,"1","1"
"196","PP0196","Hodeidah-Sharjah","7","4","1832",,"1","1"
"197","PP0197","Hodeidah-Aden","7","5","5232",,"1","1"
"198","PP0198","Hodeidah-Dammam","7","6","2141",,"1","1"
"199","PP0199","Hodeidah-Hodeidah","7","7","0",,"1","1"
"200","PP0200","Hodeidah-Jeddah","7","8","539",,"1","1"
"201","PP0201","Hodeidah-Muscat. Oman","7","9","1521",,"1","1"
"202","PP0202","Hodeidah-Salalah","7","10","833",,"1","1"
"203","PP0203","Hodeidah-Sohar","7","11","1568",,"1","1"
"204","PP0204","Hodeidah-Chennai","7","12","2752",,"1","1"
"205","PP0205","Hodeidah-Chittagong","7","13","3866",,"1","1"
"206","PP0206","Hodeidah-Cochin","7","14","2163",,"1","1"
"207","PP0207","Hodeidah-Colombo","7","15","2476",,"1","1"
"208","PP0208","Hodeidah-Haldia ","7","16","3620",,"1","1"
"209","PP0209","Hodeidah-Jawaharlal Nehru","7","17","1977",,"1","1"
"210","PP0210","Hodeidah-Kandla","7","18","1981",,"1","1"
"211","PP0211","Hodeidah-Kolkata","7","19","3643",,"1","1"
"212","PP0212","Hodeidah-Pipavav","7","20","1991",,"1","1"
"213","PP0213","Hodeidah-Port Qasim","7","21","1860",,"1","1"
"214","PP0214","Hodeidah-Dar es Salaam","7","22","2113",,"1","1"
"215","PP0215","Hodeidah-Mombasa","7","23","1923",,"1","1"
"216","PP0216","Hodeidah-Port Louis","7","24","2782",,"1","1"
